testId,12,4,timeSpent,uid,ineligible
79349,1,,39,fdb0f65eb21bbba0b592,0
79366,1,,6,17ffb86c2218f3df5db7,1
79402,1,,17,a4d488de676ae54cd0be,1
79407,,1,19,a4d488de676ae54cd0be,1
79404,1,,44,4a1482533941026c22c1,0
79411,1,,10,a4d488de676ae54cd0be,1
79397,1,,150,7f369d0a41519afab2be,0
79421,1,,90,07b58659ee0bf9bb6589,0
79461,1,,35,aa913018a9a7bad95d58,0
79515,1,,65,f343be8474dbc8ada506,0
79523,,1,68,925b3673a6e9308d89c3,0
79547,,1,25,3698630db512e9f51682,0
79555,,1,10,aa913018a9a7bad95d58,1
79568,,1,8,3698630db512e9f51682,1
79729,,1,6,16423a5dec5862f4b63c,1
79736,1,,25,16423a5dec5862f4b63c,1
79732,,1,37,e724f9fdfc75a0e56bdf,0
79823,,1,10,3698630db512e9f51682,1
79870,,1,27,76845e777904bf4892e7,0
79890,1,,11,c168fc19291373193761,0
79901,1,,49,08b9bdae1e2b541de3b3,0
79942,1,,8,c168fc19291373193761,1
79950,,1,53,d6b3439e0e87cad426f3,0
80008,1,,60,ee301450b226fb0f6b92,0
80026,1,,60,70a42cf3e060c3cca8e6,0
80080,1,,5,d6b3439e0e87cad426f3,1
80077,,1,55,28cd31cb0e36055c81da,0
80093,1,,61,ad7e5c54b7c066f87412,0
80118,1,,47,2a2e4c69aea6f174d68e,0
80213,,1,10,aa913018a9a7bad95d58,1
80219,,1,51,be03f3455378ce347456,0
80246,1,,21,0c868e8ca22b07efc39d,0
80284,,1,8,c168fc19291373193761,1
80286,,1,7,76845e777904bf4892e7,1
80321,1,,11,c168fc19291373193761,1
80373,1,,16,0c868e8ca22b07efc39d,1
80369,1,,70,0d210c819af888df135d,0
80371,,1,65,f9180d9208a3ee1c8798,0
80384,,1,49,dff2e4843bbf7e0c73f4,0
80412,1,,9,0d210c819af888df135d,1
80466,,1,105,9140a5788b90c4ab872b,0
80500,,1,97,51d2fa7d46020369f800,0
80527,,1,175,e7a061b28ff718e19efb,0
80579,,1,21,1531c8101d91ff3cc2f9,0
80596,1,,54,b22896ed002a969dd508,0
80591,1,,102,3397ee4601afe3baf761,0
80605,,1,11,b22896ed002a969dd508,1
80612,1,,6,3397ee4601afe3baf761,1
80649,,1,42,85394033d54f5b778b5a,0
80661,,1,6,b22896ed002a969dd508,1
80695,1,,12,51d2fa7d46020369f800,1
80726,1,,65,99b0f09ed6fecfcdcda8,0
80772,,1,66,590a3111051480e29005,0
80834,,1,7,0c868e8ca22b07efc39d,1
80874,1,,53,1a20358f15647b55ef53,0
81042,1,,65,74bd217cc9e37c428f61,0
81144,,1,45,6f755a2e039a472b0600,0
81211,1,,56,314d34aa6d2f3a8e5452,0
81216,,1,59,28a25e0fb210850cc93b,0
81303,,1,37,4fd6443965af75ac06c3,0
81349,1,,48,beca7c05947220c73123,0
81250,1,,1378,d1cc137f2fe81aa7a3c8,0
81445,,1,76,99b0f09ed6fecfcdcda8,1
81565,1,,64,ae7c4da0839cce80ff0c,0
81593,,1,83,6d88b6921235cce036c3,0
81604,,1,41,a0040f5af92248d8bc38,0
81635,1,,44,9a6a67857787b033d037,0
81690,,1,51,64a981a48b63385cfc7b,0
81712,,1,60,4708bd72c85d89cef582,0
81724,,1,44,b58196565ed86feacd97,0
81740,,1,146,c2cf1a918fe14050a382,0
81773,1,,67,5a0411371df7b2029d25,0
81835,1,,134,663ff1395ba2e3c0e05f,0
81939,,1,9,4708bd72c85d89cef582,1
81997,,1,89,2eb55b972be9cf9239f9,0
82006,1,,62,1c675f43a27f7560889d,0
82110,,1,58,72595aa78ecba1aa9485,0
82137,,1,36,15734747e3b7c1bb1886,0
82167,1,,57,f381d70c347cb88c06dd,0
82192,1,,67,31a5629cd52fac6faeeb,0
82245,1,,76,b8a36cb624fa1c260487,0
82303,1,,54,18675c09ce7735435ab1,0
82352,,1,42,1d8c801fb7bfa34aef5c,0
82351,,1,94,3c43a7d0310bd2e751cc,0
82377,1,,49,7ae5625d42191f31d9d7,0
82384,1,,4,7ae5625d42191f31d9d7,1
82400,1,,93,9411d8300fd1360145a6,0
82421,1,,71,5da9428c243feab5a841,0
82398,1,,1112,b58dc21fe5af70c6207b,0
82493,,1,48,da10c15eeab27ca1ae4d,0
82507,,1,60,e5d40442b0c26dcd0bb2,0
82559,1,,156,9b77791a4f403dc610ef,0
82614,,1,12,e5d40442b0c26dcd0bb2,1
82621,,1,33,d5f00b8037b9b7aff883,0
82640,,1,7,4cc7849170002fa2511e,0
82638,1,,131,37e6d418ae3ab4f36c84,0
82718,1,,121,23252ac8a8ca3766c942,0
82730,,1,75,c2041382dc154058f174,0
82737,,1,13,23252ac8a8ca3766c942,1
82739,,1,24,23252ac8a8ca3766c942,1
82792,,1,59,653271fabeb5e4c6071c,0
82826,,1,58,8af0883e9630a9f4a6bb,0
82830,,1,46,8af0883e9630a9f4a6bb,1
82844,,1,6,8af0883e9630a9f4a6bb,1
82850,,1,38,aacb13e57df9c6b706e1,0
82873,,1,6,8af0883e9630a9f4a6bb,1
82948,,1,47,1e4edc4f4a4bb8deda96,0
82954,1,,62,b2cb9928c63dc7bbc00c,0
82952,1,,151,9f34341fdb2dd6930022,0
82975,1,,14,b2cb9928c63dc7bbc00c,1
83033,1,,47,f7cc47312c750f006b0a,0
83223,,1,77,0378ea69ff840052501e,0
83236,,1,57,fd7c1710a195f34ea11c,0
83230,1,,251,89025b760cd86b085b8b,0
83372,1,,78,c1b389f82503c430bc6c,0
83473,,1,12,0ebbefb823eecda5dc5b,0
83607,1,,108,fcd753ff221f435fc352,0
83619,1,,76,638d4a9a6933dad10de6,0
83637,1,,49,f9d474ef69311b50f061,0
83649,,1,8,fcd753ff221f435fc352,1
83815,,1,67,68809b7c2424513b8aae,0
83845,,1,50,b654d2e387d8d5f8e13a,0
83892,,1,54,bec4ea7971f27be99012,0
83925,1,,70,4ad039bee1f4e8234fb8,0
84003,,1,45,dfc8310106a9864abf68,0
84014,1,,80,26c82f3523266ba76737,0
84029,1,,25,bf79807c68c7f298e468,0
84091,,1,9,26c82f3523266ba76737,1
84143,1,,40,689f03685f62c7ddcb69,0
84157,1,,41,b1d93724af23f094fa8c,0
84179,,1,71,158f6def84220f8fc1e4,0
84212,1,,49,4c24913675798b9f1644,0
84262,1,,86,4521c36142ccb47d0055,0
84285,,1,9,c3ab7162adad35d4aa07,1
84287,1,,45,24594655ab2f32751d0b,0
84323,,1,49,64a9dd1ebed8a7c245a9,0
84339,1,,9,c3ab7162adad35d4aa07,1
84373,1,,64,e3f966ab40e56878758a,0
84380,1,,29,c96aa8a085baeeedf5f6,0
84383,1,,29,31ed60b63f5d63f298dc,0
84385,,1,34,614f21195f8f7bbb7df8,0
84461,,1,31,3d332469aef2235ea21a,0
84487,,1,6,4521c36142ccb47d0055,1
84508,1,,77,67b59d42fb0c763f829d,0
84514,,1,5,67b59d42fb0c763f829d,1
84528,,1,78,3515e87b8815cdd0c54a,0
84538,,1,8,1b5d2c00395744fd5521,1
84630,,1,32,25865aa664da19bfeea0,0
84741,1,,6,25865aa664da19bfeea0,1
84771,1,,64,e06647ef0801d82386ba,0
84774,,1,37,81e0f7da93b0302b9609,0
84797,1,,7,e06647ef0801d82386ba,1
84817,1,,48,efbee07be6aa9ee6ea9c,0
84851,1,,47,c3a645542f351aead460,0
84869,,1,8,c3a645542f351aead460,1
84913,1,,149,1d4c0735302f79f1f3df,0
84936,1,,9,e06647ef0801d82386ba,1
84972,1,,38,b8a37cad2b82cdc6466c,0
84979,,1,6,e06647ef0801d82386ba,1
84978,1,,11,381823fe845682c4cd75,0
85020,1,,100,580b5638d6389cf0052d,0
85057,1,,84,5294e1d4ec634decd647,0
85077,,1,42,bf8cd6e7265ef4704127,0
85108,,1,32,6cce4adf35038097bab5,0
85111,,1,3,6cce4adf35038097bab5,1
85115,1,,26,5294e1d4ec634decd647,1
85136,,1,96,177336443946db1ea86d,0
85148,1,,55,694c764233582cbe11e8,0
85178,1,,60,cb4db381156845d040ed,0
85311,,1,58,559ff0fad153c3b1c3a6,0
85318,,1,77,126a25afa450dd3fc5b5,0
85333,,1,13,a6b7d720dafa5d9524f3,0
85344,,1,32,0733ff5f8e011d3c7cc1,0
85348,1,,7,0733ff5f8e011d3c7cc1,1
85347,1,,35,990096889f57b2061fb3,0
85363,,1,17,90209274d105bb1e5d57,1
85369,,1,13,ccfd1b75ee5ec340025b,1
85372,,1,13,2c1ceb7a667464ccf285,0
85433,1,,27,cb4db381156845d040ed,1
85557,,1,44,c7ce36e94c309cfadb82,0
85559,1,,21,c7ce36e94c309cfadb82,1
85573,1,,50,1de5f3cc9117824bb622,0
85621,,1,43,b105e4d3856e47443f47,0
85629,1,,21,727313d76d9d00a769cd,0
85719,1,,118,60446b5045fd82a0c246,0
85820,,1,75,61ca9ac9170e5ccb1aa8,0
85824,1,,46,61ca9ac9170e5ccb1aa8,1
85850,1,,42,06b81976c253d43dcfac,0
85900,1,,56,e0ce1fec6103eb61d457,0
85954,1,,34,d8deacb958693e260a2c,0
85957,,1,34,2ffe7914ae4343151a13,0
85982,,1,26,21d7802f331a70abf592,1
85985,,1,39,87ba2297875e975e9fdd,0
85993,1,,229,e24cfdc567e3ee409b14,1
86016,,1,6,d8deacb958693e260a2c,1
86014,,1,66,f14222f276d9c11e00e3,0
86046,1,,74,d0a66b5241a765c0e99e,0
86068,1,,11,e24cfdc567e3ee409b14,1
86070,1,,35,864a8ff9dcbefaf8cf66,0
86098,,1,104,8d23a1c9c064ca0c5c76,0
86176,1,,11,d0a66b5241a765c0e99e,1
86182,1,,50,c8c5e901941dcd7c17a0,0
86248,1,,57,a613767209b9372dd807,0
86278,1,,59,a9688a549d9f8d5c1072,0
86301,1,,13,864a8ff9dcbefaf8cf66,1
86312,,1,90,679dd607383bdbc736a3,0
86332,,1,79,1669b2fb9fe3af0a1bda,0
86341,,1,11,126a25afa450dd3fc5b5,1
86395,1,,45,411bbc7a332b5a80dfbb,0
86441,1,,77,1b6aa6cf7d583be315bd,0
86452,1,,49,7043383baf1b2f01e9e6,0
86454,,1,80,72d6b8e6fd1f658859d5,0
86513,1,,40,eba06ba34e3fc6bd26f6,0
86543,,1,20,eba06ba34e3fc6bd26f6,1
86559,1,,6,eba06ba34e3fc6bd26f6,1
86594,,1,30,52abbe9d7fb51fa8bc14,0
86635,,1,55,648e381d675f66cf0ec9,0
86696,,1,37,5cc5c5253ca0dd43f6f1,0
86700,,1,8,5cc5c5253ca0dd43f6f1,1
86735,1,,33,ed22f95390ee9da01665,0
86760,1,,103,be43f36321beab09e5da,0
86811,1,,70,19da3e4416ba4fcaf2dc,0
86829,1,,19,be0372abb9ed5e25665d,1
86840,1,,53,9e61ea13eac9fd190175,0
86857,,1,8,be0372abb9ed5e25665d,1
86880,,1,38,23dd7e5c60ebfb17da47,0
86887,,1,18,be43f36321beab09e5da,1
86906,1,,79,52abbe9d7fb51fa8bc14,1
86916,1,,44,52abbe9d7fb51fa8bc14,1
86929,,1,14,52abbe9d7fb51fa8bc14,1
87004,1,,34,11255cfb04dc93f261db,0
87028,,1,62,b2cb9928c63dc7bbc00c,1
87033,,1,8,b2cb9928c63dc7bbc00c,1
87043,1,,52,86c80587b8aa24cdecca,0
87046,1,,74,16eacdb407bd48b6fde5,0
87069,,1,41,4b900a756200d1033d3e,0
75143,,,6,f9d4f384038d1cb93102,1
87106,1,,26,d585211854bbf5f33cb6,0
87134,,1,44,c23bda1f08c7f66815c3,0
87150,,1,71,20efa2e5517768ea0fc7,0
87170,,1,15,be0372abb9ed5e25665d,1
87181,1,,102,ca616f9411862e6f2a25,0
87219,,1,48,2c148e543bc44118f737,0
87224,1,,5,2c148e543bc44118f737,1
75333,,,15,65cb0a0fa4fa3149cf5f,1
87309,1,,63,716ad1f12315f883701e,0
87318,,1,16,4904d43df104013fd5a7,0
87319,1,,37,0c4bbad92ad7f6ba88ca,0
87325,,1,5,0c4bbad92ad7f6ba88ca,1
87332,1,,13,4904d43df104013fd5a7,1
87359,1,,30,139dd6a1299de944c451,0
87397,,1,36,44060a63c314693a567e,0
87432,,1,30,4df6e47adccc384c112a,0
87434,,1,9,4df6e47adccc384c112a,1
87496,1,,54,2d117bd0f7c0c8701ee7,0
87498,1,,8,2d117bd0f7c0c8701ee7,1
87527,,1,41,7b623a07ba7d9d41d9be,0
87535,1,,53,69fba8bd50ada9ceb073,0
87565,1,,60,9450bf06cb86644ff813,0
87572,1,,6,9450bf06cb86644ff813,1
87575,,1,17,500bb7ae23043ff53023,0
87622,1,,45,a41fd856d55d047208ef,0
87655,1,,54,b13ab03b5ac8741fba1f,0
87679,,1,49,528b5972a14f8c5e87c9,0
87698,,1,35,ae8bc3c04d0057d19449,0
87703,,1,9,ae8bc3c04d0057d19449,1
87714,1,,13,ca616f9411862e6f2a25,1
75561,,,16,ee1373a94cb46faac1ea,1
75563,,,4,58ece1cb7b46e47d596e,1
87780,,1,64,298ce4427d2d30edb081,0
87793,,1,32,7cacd69df806a06300df,0
87807,1,,59,dac4d4dd724576a0939f,0
87810,,1,32,848f40659a6be2a0f947,0
87829,,1,78,848f40659a6be2a0f947,1
87828,,1,81,44cfd7dcf17aa3c6b409,0
87854,,1,36,64a9dd1ebed8a7c245a9,1
87876,1,,66,241e735171557bd9eb38,0
87930,,1,6,241e735171557bd9eb38,1
87993,1,,85,a63356ec6724a0b0d7cb,0
88013,,1,19,512dea69767f70b6523e,0
88020,,1,18,512dea69767f70b6523e,1
88024,,1,28,035fe0e129c3ec4d53de,0
88032,,1,10,035fe0e129c3ec4d53de,1
88060,1,,12,1a00bdab9fd9fb8b42e6,0
88086,,1,27,f1250b4caa190e79ee32,0
75806,,,1592,5fcba5d5a61a781d0f48,1
88138,1,,85,0bff0b5febf470a965ef,0
88146,,1,42,8fc774c024482fb283be,0
88148,,1,37,14c601e4ad61e0872134,0
88190,,1,67,9fb3c0d8228d8ba2317e,0
88228,,1,11,8fc774c024482fb283be,1
88243,,1,38,07d844ec616dab51f7ab,0
88254,1,,57,8fc774c024482fb283be,1
88252,1,,223,4354657f374dabad2b80,0
88279,1,,49,994b1668d6f2ec3795d8,0
88284,,1,9,994b1668d6f2ec3795d8,1
88294,1,,13,c69190c1c16f2d223f4d,1
88351,,1,53,f76d39e1c0f3a3572219,0
88363,,1,7,994b1668d6f2ec3795d8,1
88389,,1,36,9f04ee1c8ce91dc68f58,0
88422,,1,121,d19c5f455d39b8db3a21,0
75899,,,5,874134aa04969e87e937,1
88496,1,,53,1b5a1aa3488972769799,0
88500,,1,7,1b5a1aa3488972769799,1
88499,,1,40,3ad127403ba4e318dafa,0
88521,1,,73,0802c2b931c7eec8060e,0
88525,,1,35,0802c2b931c7eec8060e,1
88579,,1,47,a1e4118bc7580b9557a1,0
88635,1,,215,e353db01d775e854b0b4,0
88638,1,,7,d19c5f455d39b8db3a21,1
88645,1,,107,670046e7fdd5a9fc65e3,0
88695,1,,60,344a7a7e0fe50adc0f1d,0
88705,,1,7,344a7a7e0fe50adc0f1d,1
88712,1,,42,b446d9719ff21a515385,0
88770,1,,30,7edd3ce15e580eaac9c6,0
88788,1,,73,36f3b1d8a22f13294dae,0
88795,1,,60,16ad1b4d1ff06f3ee044,0
88814,,1,39,8cd9d8ca6b0b0ea1afef,0
88921,,1,57,50ea5851d22171be01e8,0
88986,1,,53,78a3aec60afc25488413,0
76017,,,23,635a4f6658e98eecdb0b,1
89042,,1,90,5fcba5d5a61a781d0f48,1
89052,1,,28,22932116113321c78b64,0
89054,1,,6,22932116113321c78b64,1
89068,,1,12,19fddb79bcc2f58c3391,0
89077,,1,50,476b6bebccf61ece7757,0
89095,1,,8,f1250b4caa190e79ee32,1
89151,,1,45,63fcb0f23da57f3304ad,0
89153,,1,10,63fcb0f23da57f3304ad,1
89159,1,,158,1f04f074f31d863508a3,0
89182,1,,136,581bd217975908cd989c,0
89249,1,,90,cfa0d50bc320b0b90a5e,0
89292,1,,76,ed5e11be679ca889709a,0
89311,,1,42,98f3ddd73b21b3fe312a,0
89352,,1,5,5ade6f552d527f458458,0
89382,1,,58,756ad25861bd3adfeb70,0
89383,1,,74,277912969f9792ac1a7b,0
89388,,1,42,277912969f9792ac1a7b,1
89380,,1,378,083ac9c210bb5d50dcca,0
89411,,1,45,b914a1ebc43b051ddb71,0
89445,,1,185,083ac9c210bb5d50dcca,1
89460,1,,28,277912969f9792ac1a7b,1
89484,1,,78,b151959755837a20336f,0
89498,1,,66,64414c38c8082ebdf8fc,0
89502,1,,7,64414c38c8082ebdf8fc,1
89549,1,,55,c91e8a8242e8579ddf0b,0
89597,1,,49,e6e97dd5e1e86a4a2e53,0
89633,1,,7,635a4f6658e98eecdb0b,1
89648,,1,32,6b286cf49485238cee46,0
89659,1,,6,6b286cf49485238cee46,1
89663,1,,8,1a00bdab9fd9fb8b42e6,1
89674,,1,7,1a00bdab9fd9fb8b42e6,1
89713,,1,67,cadc2333565e7ee3b14e,0
89722,,1,39,4b620ad01eeada9c32e7,0
89721,1,,73,5b47c5a9851e4094c684,0
89755,,1,75,a4327bf2f6d6a0d67310,0
89768,,1,22,a4327bf2f6d6a0d67310,1
89784,,1,14,74aafe3bb5300694f76b,0
89815,,1,56,6e3830a8f2890bc5dd31,0
89825,1,,43,78d2397b6cb45550d5c0,0
89840,1,,49,74aafe3bb5300694f76b,1
76206,,,19,5b4bb1674e9a93f9c292,1
89939,,1,7,19fddb79bcc2f58c3391,1
90027,,1,48,ce22cd618788aafbad0d,0
90086,,1,42,d7edaaa90ccbad8f8322,0
90108,,1,313,5111656087213a604dc6,0
90113,,1,90,45f50d9fd172ebd3dcc9,0
90170,1,,99,118401ee335f7e206162,0
90187,,1,73,d38d0e1ddc22c137a59e,0
90189,1,,83,00c58daba7afceb197a2,0
90217,,1,81,10721429635bf593e7fa,0
76286,,,22,14bdbae34d6ec9f06690,1
90246,1,,71,a2693d54ad0cdf1881f2,0
90285,1,,8,a2693d54ad0cdf1881f2,1
90307,,1,27,a67cae09235149975dac,0
90315,1,,62,626248d084fc85679715,0
90319,1,,9,19fddb79bcc2f58c3391,1
90372,1,,13,3223005d463c66742ea5,1
90376,1,,43,6e108fac9babbe245751,0
90373,1,,178,184c31f2c01099605998,0
90448,,1,8,0ebbefb823eecda5dc5b,1
90463,,1,83,d609059c673e46780b2b,0
90479,1,,90,5bfe57594aa4aa172c11,0
90512,,1,78,fec1c542a1d493ef7f85,0
90518,,1,6,fec1c542a1d493ef7f85,1
90543,1,,104,947a01b1118b97cf12aa,0
90580,,1,17,d38d0e1ddc22c137a59e,1
90608,,1,14,947a01b1118b97cf12aa,1
90613,1,,74,f1c9085875f0f5664298,0
90623,,1,34,323f6718fcb81ccf24b9,0
90641,,1,10,41cb5d1f1050eba8deb3,0
90717,,1,37,00ba5d2980e0f895721a,0
90740,1,,86,7be60bc9e5d8249ab8ff,0
90748,1,,10,947a01b1118b97cf12aa,1
90757,,1,9,947a01b1118b97cf12aa,1
90770,1,,9,947a01b1118b97cf12aa,1
90783,,1,201,947a01b1118b97cf12aa,1
90796,,1,12,947a01b1118b97cf12aa,1
90825,,1,72,9dc189594857cc0839da,0
90865,,1,84,524e61c893f67fe645b7,0
90878,,1,66,604e14cf358ed59dc795,0
90907,,1,15,7d8c3ae8405f09ddfad2,0
90954,,1,161,ba9aff03829d9f6b4478,0
90965,1,,97,33a88d9d5287e88687f9,0
90967,,1,37,33a88d9d5287e88687f9,1
90984,1,,6,a99b8974f7256b5b6913,1
90988,,1,7,a99b8974f7256b5b6913,1
91024,1,,66,9fb5be017849899aabfb,0
91033,1,,9,bec4ea7971f27be99012,1
91064,1,,19,9fb5be017849899aabfb,1
91059,1,,313,bec4ea7971f27be99012,1
91075,1,,5,bec4ea7971f27be99012,1
91093,,1,5,bec4ea7971f27be99012,1
91124,,1,69,eb420a1fefc5e5062580,0
91150,,1,39,314d34aa6d2f3a8e5452,1
91175,1,,46,74aafe3bb5300694f76b,1
91188,,1,8,74aafe3bb5300694f76b,1
91197,,1,35,4927794c1f3af1a5aad1,0
91210,,1,38,6f7159d190f57dd8363f,0
91271,1,,71,782e731d1ba35ba37a3d,0
91296,,1,23,127e3bf6e09c42051d56,0
91359,,1,40,50610a399599e9972aa2,0
91385,1,,89,9b380d9e0e2392df5e8a,0
91399,,1,9,9b380d9e0e2392df5e8a,1
91413,1,,6,9b380d9e0e2392df5e8a,1
91459,1,,69,82bdb871d46dd8d2b01e,0
91481,,1,38,c5c848e9f9f2bfbf54a7,0
76789,,,18,5334bfda9b005199e6e7,1
91553,1,,32,fab99426f97f56d1de32,0
